,132345,132363,132477,132479,132486,132501,132504,132531,132561,132639,132663,132666,132669,132701,132771,132849,132852,132864,132895,132896,132897,132905,132923,133047,133050,133052,133161,133167,133176,133191,133269,133298,133350,133398,133425,133428,133458,133479,133527,133534,133535,133659,133680,133686,133710,133740,133749,133770,133773,133794,133795,133914,134027,134046,134548,134550,134551,134552,134553,134557,134572,134575,134578,134581,134593,134767,134857,134877,134967,135255,135272,135636,135662,135801,135961,136015,136122,136239,136515,136605,136609,136614,136620,136621,136677,136710,136728,136741,136845,136869,137002,137102,137117,137132,137135,137141,137153,137159,137168,137192,137246,137252,137263,137264,137279,137354,137375,137426,137507,137513,137516,137522,137555,137807,137843,137882,137893,137897,137948,138059,138140,138211,138215,138305,138335,138365,138422,138506,138512,138521,138548,138562,138648,138728,138731,138876,138960,139122,139125,139356,139359,139365,139368,139375,139413,139455,139461,139464,139465,139466,139488,139506,139626,139629,139632,139641,139647,139662,139665,139719,139827,139852,139868,139878,139977,140016,140082,140178,140301,140331,140394,140424,140457,140508,140589,140633,140679,140682,140706,140736,140742,140754,140790,140828,140847,140864,140940,141018,141039,141305,141336,141342,141711,141796,142088,142127,142130,142197,142266,142381,142406,142451,142597,142600,142815,142846,142990,143098,143113,143134,143143,143146,143153,143182,143263,143269,143381,143497,143823,143874,143922,143937,144053,144099,144135,144255,144515,144516,144631,144653,144695,144794,144954,144965,145071,145291,145292,145298,145319,145361,145435,145439,145562,145589,145590,145661,145700,145742,145766,145811,145880,145908,145910,146075,146132,146144,146179,146390,146733,146808,146915,146945,146946,146948,147134,147275,147290,147293,147295,147299,147302,147305,147314,147323,147326,147327,147359,147539,147560,147580,147650,147657,147681,147701,147754,147755,147757,147758,147761,147764,147780,147794,147802,147822,147831,147850,147852,147854,147864,147868,147869,147873,147874,147878,147883,147900,147911,148033,148108,148114,148116,148141,148159,148189,148210,148237,148240,148291,148303,148339,148342,148343,148381,148396,148405,148420,148426,148435,148456,148459,148477,148499,148516,148519,148528,148530,148540,148543,148549,148555,148564,148576,148582,148585,148594,148597,148684,148693,148702,148714,148751,148762,148771,148800,148872,148875
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,0,0,-1,-1,-1,0,1,0,0,1,-1,1,1,0,-1,0,0,1,1,1,1,-1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,-1,-1,1,1,0,0,1,1,-1,1,1,1,0,0,0,-1,0,0,0,-1,1,0,0,1,0,0,0,0,-1,1,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,-1,-1,1,1,0,0,-1,1,-1,1,-1,-1,0,1,1,1,0,0,0,1,-1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,-1,1,1,-1,1,1,1,-1,0,1,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,1,0,1,0,0,0,-1,1,1,-1,-1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1
2,0,0,0,1,0,0,0,0,0,-1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,-1,-1,-1,0,1,-1,-1,-1,1,1,-1,0,0,1,1,0,1,0,0,0,1,0,0,1,-1,0,-1,0,1,0,0,1,1,1,-1,0,1,0,1,-1,-1,-1,-1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,-1,-1,0,1,0,0,0,1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
2,0,0,-1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,-1,0,1,-1,0,1,0,-1,0,1,0,-1,1,0,-1,0,0,1,0,0,1,1,-1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,1,0,1,-1,0,1,1,1,0,0,1,1,0,0,1,-1,1,0,-1,0,0,0,-1,0,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,1,-1,1,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,0,1,-1,1,0,0,0,0,0,1,1,1,-1,0,0,-1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,0,1,1,1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-1,-1
3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1
2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,-1,0,1,1,1,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-1,0,0,0,0,-1,0,0,0,0,1,1,1,0,0,1,1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,1,-1,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,-1,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,-1,1,1,-1,-1,0,0,0,1,0,-1,0,0,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
